origin,destination,carrier,month,day_of_week,port_congestion,weather_severity,is_holiday_season,is_monsoon,base_transit_days,delay_days
Guangzhou,Kolkata,maersk,4,4,0.927,0.484,0,0,14,8.1
Hamburg,Kolkata,fedex,12,1,0.889,0.693,1,0,25,4.8
Colombo,Mumbai,fedex,9,4,0.798,0.707,0,1,5,5.3
Singapore,Chennai,cma_cgm,7,3,0.047,0.176,0,1,10,2.7
Hamburg,Kolkata,msc,5,2,0.501,0.384,0,0,25,0.0
Guangzhou,Kolkata,msc,3,3,0.651,0.867,0,0,14,5.4
Guangzhou,Kolkata,dhl,3,1,0.169,0.188,0,0,14,0.0
Shanghai,Mumbai,msc,12,0,0.464,0.174,1,0,18,9.4
Shanghai,Kolkata,msc,5,2,0.836,0.215,0,0,16,0.0
Guangzhou,Kolkata,maersk,6,2,0.191,0.462,0,1,14,2.5
Singapore,Chennai,ups,11,5,0.671,0.664,1,0,10,7.6
Rotterdam,Mumbai,dhl,10,1,0.962,0.775,0,0,22,11.9
Hamburg,Kolkata,msc,8,4,0.563,0.762,0,1,25,15.7
Dubai,Mumbai,msc,1,5,0.569,0.868,1,0,7,7.8
Guangzhou,Kolkata,dhl,8,6,0.389,0.952,0,1,14,4.3
Rotterdam,Mumbai,cma_cgm,4,1,0.881,0.35,0,0,22,5.9
Hamburg,Kolkata,cma_cgm,11,6,0.485,0.778,1,0,25,3.6
Hamburg,Kolkata,cma_cgm,5,2,0.014,0.363,0,0,25,7.9
Shanghai,Mumbai,cma_cgm,4,5,0.269,0.278,0,0,18,3.5
Singapore,Chennai,dhl,5,1,0.648,0.029,0,0,10,2.5
Shanghai,Mumbai,msc,9,6,0.081,0.193,0,1,18,12.6
Shanghai,Mumbai,dhl,3,2,0.467,0.053,0,0,18,4.3
Guangzhou,Kolkata,cma_cgm,7,0,0.19,0.461,0,1,14,13.1
Hamburg,Kolkata,msc,8,2,0.645,0.651,0,1,25,4.3
Colombo,Mumbai,cma_cgm,11,0,0.268,0.999,1,0,5,6.9
Shanghai,Kolkata,msc,7,2,0.569,0.921,0,1,16,6.5
Shanghai,Mumbai,fedex,7,6,0.065,0.466,0,1,18,4.4
Shanghai,Mumbai,fedex,2,3,0.801,0.632,0,0,18,1.3
Guangzhou,Kolkata,msc,5,0,0.193,0.606,0,0,14,2.8
Hamburg,Kolkata,maersk,9,4,0.718,0.581,0,1,25,12.3
Shanghai,Kolkata,cma_cgm,3,5,0.743,0.28,0,0,16,8.2
Guangzhou,Kolkata,cma_cgm,8,0,0.727,0.634,0,1,14,5.7
Hamburg,Kolkata,cma_cgm,11,6,0.919,0.44,1,0,25,0.5
Colombo,Mumbai,maersk,2,3,0.96,0.66,0,0,5,5.2
Hamburg,Kolkata,ups,9,3,0.048,0.352,0,1,25,2.3
Singapore,Chennai,dhl,9,6,0.425,0.386,0,1,10,3.8
Colombo,Mumbai,cma_cgm,10,3,0.465,0.058,0,0,5,2.8
Hamburg,Kolkata,cma_cgm,9,5,0.73,0.387,0,1,25,5.6
Singapore,Chennai,cma_cgm,11,1,0.882,0.515,1,0,10,10.2
Singapore,Chennai,cma_cgm,11,3,0.553,0.115,1,0,10,5.2
Hamburg,Kolkata,cma_cgm,8,2,0.657,0.198,0,1,25,0.0
Rotterdam,Mumbai,fedex,2,2,0.622,0.431,0,0,22,6.9
Guangzhou,Kolkata,fedex,1,5,0.32,0.907,1,0,14,0.1
Shanghai,Kolkata,cma_cgm,9,4,0.406,0.041,0,1,16,0.0
Singapore,Chennai,cma_cgm,1,2,0.268,0.811,1,0,10,3.6
Guangzhou,Kolkata,ups,12,2,0.071,0.934,1,0,14,6.1
Guangzhou,Kolkata,maersk,6,5,0.969,0.714,0,1,14,10.9
Guangzhou,Kolkata,msc,5,0,0.117,0.528,0,0,14,3.1
Guangzhou,Kolkata,ups,3,2,0.97,0.112,0,0,14,0.9
Colombo,Mumbai,fedex,4,2,0.424,0.715,0,0,5,1.2
Hamburg,Kolkata,dhl,1,3,0.444,0.891,1,0,25,10.0
Shanghai,Kolkata,dhl,7,6,0.524,0.963,0,1,16,5.6
Colombo,Mumbai,maersk,9,3,0.658,0.287,0,1,5,5.2
Singapore,Chennai,dhl,7,2,0.683,0.052,0,1,10,4.9
Shanghai,Kolkata,maersk,2,6,0.981,0.156,0,0,16,6.0
Shanghai,Kolkata,msc,11,4,0.793,0.187,1,0,16,9.4
Guangzhou,Kolkata,dhl,11,5,0.009,0.075,1,0,14,0.5
Shanghai,Kolkata,maersk,6,2,0.888,0.46,0,1,16,2.8
Shanghai,Mumbai,dhl,5,4,0.269,0.495,0,0,18,3.2
Shanghai,Mumbai,dhl,1,2,0.241,0.744,1,0,18,0.7
Rotterdam,Mumbai,msc,1,3,0.259,0.026,1,0,22,9.5
Shanghai,Kolkata,maersk,1,6,0.002,0.283,1,0,16,3.8
Rotterdam,Mumbai,dhl,2,6,0.676,0.19,0,0,22,7.4
Hamburg,Kolkata,msc,5,4,0.656,0.341,0,0,25,6.1
Shanghai,Mumbai,cma_cgm,8,3,0.637,0.975,0,1,18,13.1
Hamburg,Kolkata,msc,12,2,0.882,0.942,1,0,25,6.0
Guangzhou,Kolkata,cma_cgm,1,2,0.719,0.287,1,0,14,6.7
Rotterdam,Mumbai,maersk,9,5,0.302,0.384,0,1,22,6.2
Colombo,Mumbai,cma_cgm,12,3,0.769,0.902,1,0,5,8.1
Colombo,Mumbai,dhl,5,0,0.944,0.212,0,0,5,1.1
Guangzhou,Kolkata,maersk,12,5,0.9,0.782,1,0,14,13.8
Shanghai,Kolkata,maersk,10,0,0.248,0.036,0,0,16,2.4
Colombo,Mumbai,dhl,10,2,0.306,0.525,0,0,5,1.3
Hamburg,Kolkata,cma_cgm,3,1,0.767,0.973,0,0,25,3.4
Singapore,Chennai,fedex,2,6,0.438,0.818,0,0,10,2.7
Shanghai,Kolkata,dhl,2,0,0.639,0.338,0,0,16,3.3
Shanghai,Mumbai,fedex,12,1,0.756,0.794,1,0,18,9.7
Shanghai,Kolkata,cma_cgm,3,6,0.498,0.263,0,0,16,0.6
Shanghai,Mumbai,fedex,2,6,0.198,0.438,0,0,18,3.8
Shanghai,Mumbai,fedex,8,3,0.418,0.251,0,1,18,0.1
Dubai,Mumbai,dhl,2,0,0.808,0.388,0,0,7,2.7
Rotterdam,Mumbai,ups,8,3,0.332,0.744,0,1,22,9.6
Rotterdam,Mumbai,maersk,8,3,0.132,0.859,0,1,22,1.5
Colombo,Mumbai,ups,8,5,0.555,0.528,0,1,5,3.4
Dubai,Mumbai,maersk,11,4,0.694,0.016,1,0,7,6.7
Shanghai,Kolkata,fedex,12,4,0.543,0.073,1,0,16,2.1
Shanghai,Kolkata,fedex,10,1,0.662,0.356,0,0,16,5.0
Guangzhou,Kolkata,fedex,2,0,0.571,0.745,0,0,14,0.0
Guangzhou,Kolkata,cma_cgm,1,0,0.93,0.545,1,0,14,4.7
Singapore,Chennai,msc,8,4,0.099,0.232,0,1,10,4.9
Dubai,Mumbai,dhl,6,2,0.705,0.244,0,1,7,5.4
Colombo,Mumbai,ups,1,2,0.076,0.828,1,0,5,5.7
Guangzhou,Kolkata,cma_cgm,8,4,0.55,0.858,0,1,14,1.7
Shanghai,Kolkata,msc,12,1,0.011,0.417,1,0,16,5.0
Rotterdam,Mumbai,dhl,2,4,0.238,0.938,0,0,22,0.0
Shanghai,Mumbai,fedex,3,0,0.57,0.862,0,0,18,4.5
Rotterdam,Mumbai,dhl,12,6,0.993,0.408,1,0,22,6.2
Shanghai,Mumbai,fedex,6,0,0.587,0.174,0,1,18,1.0
Shanghai,Mumbai,maersk,12,5,0.065,0.973,1,0,18,4.5
Hamburg,Kolkata,ups,10,5,0.52,0.611,0,0,25,0.0
Rotterdam,Mumbai,msc,4,5,0.05,0.603,0,0,22,0.0
Dubai,Mumbai,cma_cgm,10,4,0.453,0.989,0,0,7,4.1
Shanghai,Kolkata,ups,1,6,0.316,0.729,1,0,16,3.1
Guangzhou,Kolkata,dhl,2,3,0.862,0.564,0,0,14,0.0
Singapore,Chennai,dhl,1,4,0.467,0.286,1,0,10,2.1
Shanghai,Kolkata,ups,11,0,0.527,0.057,1,0,16,3.3
Dubai,Mumbai,ups,11,6,0.818,0.958,1,0,7,6.3
Colombo,Mumbai,ups,11,1,0.774,0.052,1,0,5,3.9
Singapore,Chennai,msc,6,1,0.86,0.71,0,1,10,7.0
Shanghai,Kolkata,msc,10,1,0.975,0.966,0,0,16,8.5
Guangzhou,Kolkata,fedex,12,0,0.405,0.932,1,0,14,3.5
Rotterdam,Mumbai,ups,12,1,0.904,0.157,1,0,22,12.5
Rotterdam,Mumbai,maersk,4,3,0.915,0.167,0,0,22,0.0
Guangzhou,Kolkata,fedex,10,5,0.909,0.194,0,0,14,0.0
Rotterdam,Mumbai,cma_cgm,4,1,0.432,0.386,0,0,22,0.0
Dubai,Mumbai,ups,3,0,0.107,0.508,0,0,7,0.0
Colombo,Mumbai,cma_cgm,9,2,0.815,0.234,0,1,5,7.2
Singapore,Chennai,ups,9,1,0.306,0.152,0,1,10,1.8
Shanghai,Kolkata,ups,6,1,0.856,0.435,0,1,16,0.8
Guangzhou,Kolkata,cma_cgm,6,1,0.266,0.767,0,1,14,2.8
Dubai,Mumbai,cma_cgm,10,6,0.932,0.207,0,0,7,2.6
Rotterdam,Mumbai,dhl,3,1,0.659,0.511,0,0,22,9.5
Hamburg,Kolkata,fedex,1,5,0.112,0.115,1,0,25,1.9
Guangzhou,Kolkata,fedex,9,6,0.681,0.859,0,1,14,9.6
Singapore,Chennai,cma_cgm,1,3,0.802,0.851,1,0,10,8.8
Hamburg,Kolkata,cma_cgm,5,3,0.978,0.201,0,0,25,0.7
Dubai,Mumbai,msc,8,3,0.911,0.615,0,1,7,5.3
Shanghai,Kolkata,cma_cgm,12,2,0.21,0.566,1,0,16,3.2
Shanghai,Mumbai,msc,12,0,0.698,0.638,1,0,18,7.3
Hamburg,Kolkata,fedex,7,3,0.159,0.053,0,1,25,0.0
Singapore,Chennai,ups,2,1,0.757,0.306,0,0,10,3.3
Shanghai,Mumbai,dhl,4,6,0.566,0.763,0,0,18,1.8
Dubai,Mumbai,fedex,1,2,0.447,0.007,1,0,7,2.5
Singapore,Chennai,msc,11,4,0.293,0.375,1,0,10,0.7
Hamburg,Kolkata,maersk,12,6,0.871,0.422,1,0,25,7.4
Shanghai,Kolkata,cma_cgm,1,4,0.66,0.471,1,0,16,7.5
Hamburg,Kolkata,cma_cgm,8,0,0.547,0.436,0,1,25,0.0
Shanghai,Kolkata,cma_cgm,9,3,0.771,0.039,0,1,16,5.8
Colombo,Mumbai,dhl,9,1,0.473,0.877,0,1,5,3.3
Rotterdam,Mumbai,dhl,8,5,0.031,0.947,0,1,22,0.0
Hamburg,Kolkata,cma_cgm,4,1,0.404,0.456,0,0,25,0.0
Guangzhou,Kolkata,dhl,7,6,0.236,0.661,0,1,14,0.0
Dubai,Mumbai,dhl,8,4,0.346,0.836,0,1,7,1.4
Shanghai,Kolkata,msc,4,4,0.25,0.806,0,0,16,0.8
Shanghai,Kolkata,maersk,5,0,0.903,0.073,0,0,16,2.4
Colombo,Mumbai,msc,1,5,0.74,0.31,1,0,5,6.8
Shanghai,Kolkata,ups,11,3,0.984,0.383,1,0,16,8.8
Singapore,Chennai,maersk,9,1,0.259,0.636,0,1,10,6.5
Hamburg,Kolkata,fedex,12,4,0.863,0.266,1,0,25,4.8
Rotterdam,Mumbai,dhl,11,0,0.151,0.933,1,0,22,11.2
Shanghai,Mumbai,cma_cgm,1,0,0.487,0.878,1,0,18,3.3
Rotterdam,Mumbai,dhl,3,2,0.484,0.49,0,0,22,3.5
Hamburg,Kolkata,cma_cgm,1,1,0.911,0.943,1,0,25,6.5
Guangzhou,Kolkata,msc,8,6,0.601,0.034,0,1,14,1.1
Dubai,Mumbai,dhl,8,3,0.019,0.973,0,1,7,3.0
Rotterdam,Mumbai,fedex,1,3,0.574,0.637,1,0,22,13.5
Shanghai,Kolkata,msc,12,1,0.648,0.018,1,0,16,6.6
Colombo,Mumbai,maersk,11,5,0.31,0.086,1,0,5,3.2
Singapore,Chennai,fedex,5,5,0.838,0.654,0,0,10,5.1
Shanghai,Kolkata,dhl,6,3,0.201,0.959,0,1,16,0.0
Shanghai,Kolkata,fedex,9,1,0.528,0.969,0,1,16,7.3
Singapore,Chennai,cma_cgm,5,6,0.105,0.688,0,0,10,3.3
Singapore,Chennai,msc,9,6,0.693,0.572,0,1,10,5.2
Shanghai,Kolkata,ups,8,3,0.784,0.584,0,1,16,5.9
Hamburg,Kolkata,dhl,9,5,0.172,0.752,0,1,25,2.2
Guangzhou,Kolkata,fedex,8,5,0.527,0.764,0,1,14,7.4
Dubai,Mumbai,dhl,5,6,0.265,0.934,0,0,7,3.9
Dubai,Mumbai,cma_cgm,5,0,0.306,0.656,0,0,7,1.5
Guangzhou,Kolkata,cma_cgm,3,2,0.318,0.731,0,0,14,0.5
Shanghai,Mumbai,ups,4,1,0.07,0.865,0,0,18,0.0
Colombo,Mumbai,maersk,5,2,0.458,0.262,0,0,5,2.8
Colombo,Mumbai,ups,11,3,0.346,0.808,1,0,5,4.0
Rotterdam,Mumbai,msc,8,1,0.211,0.501,0,1,22,2.8
Shanghai,Mumbai,msc,12,4,0.78,0.771,1,0,18,0.5
Shanghai,Mumbai,cma_cgm,10,2,0.113,0.757,0,0,18,7.9
Shanghai,Mumbai,ups,7,2,0.542,0.131,0,1,18,3.1
Guangzhou,Kolkata,fedex,6,5,0.915,0.293,0,1,14,7.0
Rotterdam,Mumbai,maersk,4,1,0.944,0.903,0,0,22,8.0
Dubai,Mumbai,maersk,5,0,0.101,0.011,0,0,7,1.9
Shanghai,Kolkata,dhl,11,3,0.302,0.895,1,0,16,4.0
Rotterdam,Mumbai,msc,10,0,0.888,0.368,0,0,22,5.0
Shanghai,Mumbai,maersk,6,6,0.165,0.754,0,1,18,4.4
Colombo,Mumbai,maersk,5,5,0.056,0.48,0,0,5,1.4
Shanghai,Kolkata,fedex,1,3,0.853,0.914,1,0,16,8.3
Guangzhou,Kolkata,maersk,1,3,0.982,0.983,1,0,14,7.6
Rotterdam,Mumbai,ups,9,2,0.326,0.817,0,1,22,0.0
Shanghai,Kolkata,cma_cgm,5,6,0.049,0.448,0,0,16,0.0
Colombo,Mumbai,fedex,5,1,0.964,0.642,0,0,5,4.8
Guangzhou,Kolkata,dhl,5,3,0.764,0.993,0,0,14,3.4
Shanghai,Mumbai,cma_cgm,9,1,0.105,0.881,0,1,18,9.5
Shanghai,Mumbai,dhl,8,0,0.948,0.842,0,1,18,6.9
Rotterdam,Mumbai,cma_cgm,9,0,0.493,0.161,0,1,22,0.0
Guangzhou,Kolkata,dhl,8,0,0.43,0.275,0,1,14,2.6
Shanghai,Mumbai,dhl,12,3,0.914,0.833,1,0,18,10.7
Guangzhou,Kolkata,ups,10,6,0.771,0.264,0,0,14,1.4
Singapore,Chennai,cma_cgm,8,4,0.973,0.607,0,1,10,6.5
Shanghai,Mumbai,cma_cgm,12,0,0.608,0.403,1,0,18,2.8
Shanghai,Kolkata,cma_cgm,3,2,0.743,0.662,0,0,16,3.9
Shanghai,Kolkata,dhl,11,4,0.056,0.081,1,0,16,1.2
Rotterdam,Mumbai,fedex,7,3,0.269,0.654,0,1,22,7.0
Singapore,Chennai,cma_cgm,6,6,0.489,0.513,0,1,10,5.2
Hamburg,Kolkata,maersk,9,5,0.471,0.707,0,1,25,4.3
Shanghai,Mumbai,maersk,4,4,0.168,0.76,0,0,18,4.5
Guangzhou,Kolkata,dhl,10,5,0.706,0.234,0,0,14,5.4
Dubai,Mumbai,ups,2,0,0.732,0.154,0,0,7,0.5
Shanghai,Mumbai,ups,11,4,0.106,0.694,1,0,18,0.0
Hamburg,Kolkata,fedex,9,0,0.079,0.527,0,1,25,3.6
Singapore,Chennai,ups,3,6,0.089,0.431,0,0,10,4.7
Dubai,Mumbai,dhl,11,0,0.349,0.722,1,0,7,5.5
Shanghai,Kolkata,ups,12,4,0.062,0.162,1,0,16,3.3
Shanghai,Mumbai,dhl,2,0,0.691,0.572,0,0,18,6.1
Hamburg,Kolkata,cma_cgm,5,2,0.217,0.67,0,0,25,0.0
Shanghai,Kolkata,ups,12,0,0.825,0.485,1,0,16,11.7
Guangzhou,Kolkata,maersk,4,2,0.182,0.086,0,0,14,0.0
Rotterdam,Mumbai,msc,10,3,0.416,0.469,0,0,22,6.5
Singapore,Chennai,dhl,12,2,0.055,0.888,1,0,10,1.5
Colombo,Mumbai,ups,10,6,0.818,0.843,0,0,5,5.5
Dubai,Mumbai,ups,3,4,0.005,0.035,0,0,7,0.1
Shanghai,Mumbai,cma_cgm,2,2,0.956,0.772,0,0,18,6.6
Shanghai,Kolkata,ups,9,6,0.168,0.834,0,1,16,4.0
Guangzhou,Kolkata,maersk,6,2,0.871,0.999,0,1,14,7.2
Singapore,Chennai,maersk,1,3,0.225,0.257,1,0,10,0.0
Shanghai,Mumbai,maersk,12,0,0.384,0.837,1,0,18,4.3
Shanghai,Kolkata,maersk,6,6,0.334,0.818,0,1,16,0.0
Rotterdam,Mumbai,msc,10,1,0.544,0.008,0,0,22,4.6
Dubai,Mumbai,fedex,4,1,0.725,0.081,0,0,7,0.8
Guangzhou,Kolkata,dhl,8,4,0.958,0.884,0,1,14,9.1
Shanghai,Kolkata,cma_cgm,7,5,0.272,0.213,0,1,16,3.9
Shanghai,Mumbai,msc,8,6,0.543,0.833,0,1,18,16.2
Shanghai,Mumbai,dhl,5,5,0.557,0.946,0,0,18,0.0
Guangzhou,Kolkata,dhl,1,3,0.224,0.494,1,0,14,0.8
Colombo,Mumbai,fedex,7,1,0.821,0.285,0,1,5,5.8
Dubai,Mumbai,msc,3,1,0.506,0.56,0,0,7,2.6
Colombo,Mumbai,fedex,3,1,0.585,0.548,0,0,5,1.8
Shanghai,Kolkata,ups,3,0,0.225,0.5,0,0,16,4.0
Colombo,Mumbai,ups,7,3,0.827,0.831,0,1,5,7.0
Dubai,Mumbai,cma_cgm,4,1,0.748,0.961,0,0,7,4.8
Shanghai,Mumbai,msc,9,5,0.942,0.604,0,1,18,8.0
Colombo,Mumbai,msc,8,0,0.631,0.45,0,1,5,4.8
Shanghai,Mumbai,maersk,4,5,0.574,0.822,0,0,18,4.8
Shanghai,Kolkata,dhl,7,4,0.894,0.92,0,1,16,5.6
Colombo,Mumbai,dhl,6,3,0.038,0.367,0,1,5,0.7
Guangzhou,Kolkata,cma_cgm,4,2,0.933,0.488,0,0,14,5.7
Dubai,Mumbai,msc,1,2,0.394,0.001,1,0,7,4.6
Shanghai,Mumbai,ups,8,1,0.825,0.608,0,1,18,1.7
Singapore,Chennai,cma_cgm,9,6,0.048,0.85,0,1,10,3.0
Guangzhou,Kolkata,dhl,10,4,0.305,0.176,0,0,14,4.6
Guangzhou,Kolkata,ups,1,6,0.32,0.67,1,0,14,5.8
Hamburg,Kolkata,dhl,7,5,0.313,0.179,0,1,25,0.0
Shanghai,Mumbai,cma_cgm,6,2,0.039,0.639,0,1,18,1.0
Dubai,Mumbai,maersk,1,0,0.681,0.373,1,0,7,6.5
Shanghai,Mumbai,dhl,2,1,0.113,0.577,0,0,18,1.2
Hamburg,Kolkata,maersk,5,5,0.883,0.922,0,0,25,2.4
Guangzhou,Kolkata,ups,7,2,0.024,0.45,0,1,14,0.2
Colombo,Mumbai,ups,6,0,0.515,0.2,0,1,5,1.9
Shanghai,Mumbai,msc,2,1,0.147,0.073,0,0,18,3.9
Shanghai,Mumbai,msc,4,4,0.669,0.477,0,0,18,7.3
Dubai,Mumbai,cma_cgm,7,6,0.621,0.778,0,1,7,1.7
Shanghai,Mumbai,maersk,5,1,0.836,0.415,0,0,18,4.7
Rotterdam,Mumbai,ups,8,2,0.986,0.513,0,1,22,6.5
Rotterdam,Mumbai,ups,1,6,0.93,0.172,1,0,22,9.6
Singapore,Chennai,maersk,8,2,0.094,0.768,0,1,10,2.2
Hamburg,Kolkata,dhl,10,3,0.881,0.257,0,0,25,10.1
Singapore,Chennai,maersk,1,0,0.462,0.845,1,0,10,5.5
Rotterdam,Mumbai,dhl,5,4,0.034,0.56,0,0,22,3.2
Colombo,Mumbai,msc,7,3,0.34,0.007,0,1,5,3.3
Shanghai,Mumbai,ups,7,3,0.279,0.582,0,1,18,3.5
Shanghai,Kolkata,ups,7,2,0.695,0.142,0,1,16,2.9
Singapore,Chennai,maersk,1,5,0.567,0.928,1,0,10,6.9
Hamburg,Kolkata,maersk,1,6,0.463,0.806,1,0,25,0.0
Shanghai,Kolkata,cma_cgm,5,4,0.516,0.727,0,0,16,0.7
Colombo,Mumbai,cma_cgm,8,3,0.164,0.736,0,1,5,3.9
Shanghai,Mumbai,fedex,9,3,0.742,0.303,0,1,18,0.0
Shanghai,Mumbai,msc,9,3,0.688,0.128,0,1,18,0.0
Rotterdam,Mumbai,cma_cgm,6,0,0.882,0.892,0,1,22,5.1
Singapore,Chennai,ups,7,2,0.713,0.659,0,1,10,2.6
Shanghai,Kolkata,maersk,9,4,0.719,0.504,0,1,16,8.4
Rotterdam,Mumbai,cma_cgm,1,4,0.324,0.334,1,0,22,4.7
Rotterdam,Mumbai,fedex,2,5,0.031,0.879,0,0,22,1.7
Singapore,Chennai,cma_cgm,7,2,0.852,0.5,0,1,10,4.6
Rotterdam,Mumbai,msc,1,3,0.604,0.934,1,0,22,15.1
Shanghai,Mumbai,maersk,12,5,0.856,0.681,1,0,18,4.9
Shanghai,Kolkata,ups,9,1,0.315,0.115,0,1,16,0.4
Rotterdam,Mumbai,msc,12,5,0.506,0.844,1,0,22,4.1
Dubai,Mumbai,msc,2,0,0.46,0.363,0,0,7,0.4
Dubai,Mumbai,msc,2,0,0.653,0.07,0,0,7,4.5
Guangzhou,Kolkata,fedex,6,4,0.855,0.93,0,1,14,6.9
Dubai,Mumbai,ups,12,0,0.392,0.405,1,0,7,4.6
Hamburg,Kolkata,cma_cgm,5,6,0.662,0.207,0,0,25,2.3
Hamburg,Kolkata,cma_cgm,1,5,0.869,0.568,1,0,25,2.9
Guangzhou,Kolkata,ups,3,5,0.494,0.118,0,0,14,1.7
Singapore,Chennai,dhl,10,0,0.25,0.837,0,0,10,0.0
Guangzhou,Kolkata,ups,8,0,0.882,0.409,0,1,14,5.8
Shanghai,Kolkata,fedex,8,3,0.402,0.375,0,1,16,2.7
Singapore,Chennai,dhl,7,1,0.839,0.032,0,1,10,1.9
Shanghai,Mumbai,maersk,1,1,0.871,0.015,1,0,18,0.1
Shanghai,Mumbai,msc,6,5,0.747,0.094,0,1,18,4.1
Colombo,Mumbai,msc,3,6,0.494,0.732,0,0,5,4.8
Rotterdam,Mumbai,cma_cgm,1,0,0.275,0.075,1,0,22,3.1
Rotterdam,Mumbai,cma_cgm,3,3,0.897,0.983,0,0,22,0.0
Dubai,Mumbai,fedex,1,2,0.782,0.759,1,0,7,2.8
Shanghai,Kolkata,msc,1,2,0.31,0.292,1,0,16,6.4
Dubai,Mumbai,maersk,1,6,0.002,0.245,1,0,7,5.1
Rotterdam,Mumbai,fedex,7,4,0.114,0.411,0,1,22,9.1
Colombo,Mumbai,cma_cgm,4,6,0.94,0.261,0,0,5,5.8
Shanghai,Mumbai,fedex,11,4,0.773,0.169,1,0,18,7.3
Rotterdam,Mumbai,msc,8,6,0.263,0.122,0,1,22,6.8
Shanghai,Kolkata,ups,6,6,0.475,0.364,0,1,16,6.2
Shanghai,Mumbai,dhl,1,3,0.969,0.992,1,0,18,8.4
Guangzhou,Kolkata,maersk,2,3,0.171,0.079,0,0,14,4.4
Hamburg,Kolkata,fedex,12,6,0.15,0.039,1,0,25,6.5
Shanghai,Kolkata,msc,8,3,0.982,0.898,0,1,16,10.7
Dubai,Mumbai,fedex,5,2,0.084,0.259,0,0,7,3.8
Dubai,Mumbai,maersk,10,2,0.915,0.352,0,0,7,4.3
Rotterdam,Mumbai,cma_cgm,5,4,0.754,0.447,0,0,22,4.2
Colombo,Mumbai,msc,10,4,0.784,0.453,0,0,5,5.3
Shanghai,Mumbai,cma_cgm,6,4,0.274,0.315,0,1,18,5.6
Shanghai,Mumbai,fedex,2,2,0.21,0.455,0,0,18,5.3
Rotterdam,Mumbai,dhl,10,0,0.405,0.062,0,0,22,6.9
Singapore,Chennai,ups,2,6,0.04,0.839,0,0,10,5.8
Dubai,Mumbai,msc,6,6,0.3,0.803,0,1,7,3.5
Hamburg,Kolkata,fedex,12,4,0.206,0.25,1,0,25,8.7
Shanghai,Mumbai,msc,3,5,0.214,0.011,0,0,18,0.0
Rotterdam,Mumbai,cma_cgm,11,3,0.642,0.246,1,0,22,6.5
Hamburg,Kolkata,maersk,2,6,0.812,0.533,0,0,25,3.4
Shanghai,Kolkata,dhl,1,1,0.041,0.705,1,0,16,0.3
Shanghai,Kolkata,maersk,1,3,0.139,0.127,1,0,16,3.0
Shanghai,Mumbai,dhl,12,6,0.801,0.398,1,0,18,0.8
Shanghai,Mumbai,cma_cgm,12,6,0.632,0.257,1,0,18,2.8
Hamburg,Kolkata,maersk,5,4,0.153,0.01,0,0,25,5.2
Singapore,Chennai,fedex,7,1,0.13,0.715,0,1,10,2.0
Guangzhou,Kolkata,ups,7,0,0.25,0.61,0,1,14,0.0
Rotterdam,Mumbai,dhl,7,2,0.142,0.214,0,1,22,7.9
Singapore,Chennai,dhl,4,2,0.951,0.73,0,0,10,4.4
Hamburg,Kolkata,ups,6,1,0.532,0.905,0,1,25,11.8
Singapore,Chennai,fedex,12,5,0.113,0.248,1,0,10,3.8
Shanghai,Mumbai,maersk,4,3,0.604,0.199,0,0,18,6.1
Guangzhou,Kolkata,msc,2,1,0.77,0.5,0,0,14,2.0
Dubai,Mumbai,fedex,7,0,0.242,0.172,0,1,7,6.0
Shanghai,Mumbai,fedex,7,4,0.679,0.985,0,1,18,5.7
Hamburg,Kolkata,ups,11,1,0.839,0.032,1,0,25,4.5
Guangzhou,Kolkata,dhl,12,1,0.561,0.475,1,0,14,3.5
Dubai,Mumbai,msc,9,4,0.539,0.288,0,1,7,5.7
Guangzhou,Kolkata,ups,10,4,0.645,0.374,0,0,14,4.6
Shanghai,Kolkata,dhl,11,2,0.672,0.197,1,0,16,3.9
Dubai,Mumbai,maersk,4,2,0.712,0.385,0,0,7,6.8
Rotterdam,Mumbai,maersk,2,0,0.421,0.481,0,0,22,0.8
Shanghai,Kolkata,cma_cgm,7,5,0.052,0.686,0,1,16,0.0
Singapore,Chennai,msc,2,1,0.486,0.298,0,0,10,2.8
Singapore,Chennai,dhl,6,0,0.236,0.731,0,1,10,1.9
Shanghai,Kolkata,dhl,10,3,0.365,0.873,0,0,16,1.3
Shanghai,Mumbai,fedex,5,1,0.207,0.378,0,0,18,5.8
Rotterdam,Mumbai,maersk,6,2,0.407,0.937,0,1,22,0.0
Rotterdam,Mumbai,fedex,5,1,0.255,0.127,0,0,22,0.2
Guangzhou,Kolkata,msc,7,4,0.898,0.732,0,1,14,6.3
Colombo,Mumbai,msc,10,2,0.313,0.295,0,0,5,3.3
Hamburg,Kolkata,fedex,7,4,0.898,0.35,0,1,25,7.8
Dubai,Mumbai,dhl,10,2,0.126,0.589,0,0,7,0.0
Rotterdam,Mumbai,dhl,5,2,0.909,0.102,0,0,22,3.9
Hamburg,Kolkata,fedex,3,0,0.328,0.66,0,0,25,0.3
Shanghai,Kolkata,ups,3,4,0.668,0.041,0,0,16,7.7
Dubai,Mumbai,msc,7,3,0.803,0.716,0,1,7,5.6
Colombo,Mumbai,fedex,8,0,0.981,0.614,0,1,5,5.6
Colombo,Mumbai,ups,8,5,0.183,0.758,0,1,5,4.9
Shanghai,Kolkata,msc,6,1,0.108,0.07,0,1,16,0.0
